Adulto_Mayor,Tiene_Pareja,Personas_a_Cargo,Meses_Antiguedad,Servicio_Telefonico,Facturacion_Electronica,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Genero_Male,Lineas_Multiples_No phone service,Lineas_Multiples_Yes,Servicio_Internet_Fiber optic,Servicio_Internet_No,Seguridad_Online_Yes,Respaldo_Online_Yes,Proteccion_Dispositivo_Yes,Soporte_Tecnico_Yes,Streaming_TV_Yes,Streaming_Peliculas_Yes,Tipo_Contrato_Bianual,Tipo_Contrato_Mensual,Metodo_Pago_Credit card (automatic),Metodo_Pago_Electronic check,Metodo_Pago_Mailed check,Evasion_Real
0,0,0,0.15885394285374044,1,1,-0.7929428135577533,-0.25938809409399577,-0.7928479490002011,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,0
1,1,0,0.4404518112005388,1,1,0.42654697376759465,0.3966028947378607,0.4265439604392038,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0
0,0,1,1.754575196818931,1,1,1.0282424298901673,2.0921285703923607,1.0302033215478201,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,1
0,0,0,1.3321783942987335,1,0,-2.203606742460507,-0.4776285782555034,-2.2054108539943633,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
1,0,0,-0.9675375305334528,1,1,0.7927963818422038,-0.7771193886463856,0.7887395771043739,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,1
0,1,1,-0.7798056183022539,1,0,-2.191532586150355,-0.9011746479453043,-2.1933376667721913,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0
1,0,0,-0.7798056183022539,1,1,0.2675705823505937,-0.6997495320069751,0.26959252655096366,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,1
1,0,0,0.20578692091154016,1,0,0.9678716483394075,0.39099777199680136,0.9698373854369587,False,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,1
0,0,0,0.6751167014895374,1,1,1.1610581493018388,0.9331616528563734,1.1630083809917162,False,False,True,True,False,False,True,True,False,True,True,False,True,False,True,False,1
0,0,0,-0.6390066841288548,1,1,0.17701441002445406,-0.5352607377212686,0.17300702877358498,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,0
0,0,0,-0.4512747718976559,1,1,1.0765390551307747,-0.23600946249026059,1.0784960704365096,True,False,False,True,False,False,False,True,True,True,True,False,True,False,True,False,1
0,1,1,-0.07581094743525815,1,1,0.0280998155325798,-0.16465193836369588,0.02812878210751691,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0
0,0,0,-0.7798056183022539,1,1,0.22128631649501102,-0.6550283176584366,0.22129977766227432,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1
0,1,1,0.9097815917785359,0,1,-0.8271529231031839,0.1574270376033362,-0.829067510666718,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,0
0,1,1,0.581250745373938,1,1,-0.6379911409108031,0.07497903557458979,-0.6358965151119609,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,0
0,0,0,-0.21660988160865732,1,1,0.5674121307193675,-0.13660237114241114,0.5714222071052719,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,1
0,0,0,-0.9675375305334528,1,1,0.22128631649501102,-0.8194212978801935,0.22129977766227432,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,0
0,0,0,-1.1083364647068519,1,0,0.05627284692293448,-0.9440514415628104,0.05227515655186159,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,1
1,1,0,-0.5451407280132553,1,1,0.8310312101576851,-0.38945568590576024,0.8370323259930633,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,1
1,1,1,0.15885394285374044,0,1,-1.5576393798673773,-0.5140139690404151,-1.5534587439970577,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0,1,0,-0.1696769035508576,1,1,1.19929297761732,0.07361368516330612,1.1992279426582328,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,1
0,1,1,-0.592073706071055,1,0,-1.9399876630221893,-0.8295775886588652,-1.9398007351065725,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0
0,0,0,-0.9675375305334528,1,0,-2.191532586150355,-0.9399793438449467,-2.1933376667721913,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0
0,0,0,-0.9675375305334528,1,0,-0.9619810018998806,-0.9079774464857354,-0.9618725701106138,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1
0,0,1,-1.1083364647068519,1,1,-0.9941787520602859,-0.9565551769082508,-0.9980921317771307,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1
0,1,1,2.1769719993391283,1,0,0.6318076310401777,2.031598035492116,0.6317881432161333,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,0
0,0,0,-1.0614034866490523,1,0,-0.8513012357234876,-0.9232118826537432,-0.8532138851110628,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0
1,0,0,-1.0614034866490523,1,0,0.5996098808797726,-0.903090929224299,0.5955685815496166,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,1
0,0,0,-0.8267385963600536,1,1,-2.199582023690456,-0.9097979137007804,-2.2054108539943633,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0
0,1,1,-1.0144705085912527,1,1,0.4084357393023666,-0.8535790116782737,0.40239758599485914,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,1
0,0,1,1.2852454162409337,1,1,0.4245346143825694,1.157079120306903,0.4265439604392038,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,True,0
0,1,0,-0.592073706071055,1,1,0.42050989561251845,-0.5014862801789872,0.4265439604392038,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,0
0,1,0,-1.1083364647068519,1,1,-0.219420388825535,-0.9473330732530888,-0.21333496233592933,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
0,0,0,-0.7328726402444542,1,1,-0.16508668542985142,-0.6940246416859785,-0.16504221344723996,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
0,0,0,-0.31047583772425674,1,0,1.0745266957457495,-0.12069723652675521,1.0784960704365096,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,0
0,1,1,-0.4043417938398562,1,1,0.651931224890431,-0.2895455707221747,0.655934517660478,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0.581250745373938,1,0,-0.4005327334778144,0.14432446435821006,-0.3944327706685141,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0
0,0,0,-0.7798056183022539,0,1,-1.7769865528351376,-0.8719753119566227,-1.782849301218332,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1
0,0,0,0.4873847892583385,1,0,-2.1673842735300513,-0.6259966562816671,-2.1691912923278465,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
0,0,0,-0.8736715744178534,1,0,-2.1895202267653295,-0.9212237408267862,-2.1933376667721913,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0
0,0,0,0.6751167014895374,1,0,0.29373125435592323,0.5620258761470772,0.29373890099530836,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0
0,1,1,-0.12274392549305788,1,0,0.016025659222427956,-0.22642805609528716,0.01605559488534484,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0
0,1,1,-0.592073706071055,0,0,-1.6683191460437703,-0.7673942611554876,-1.674190616218781,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0
0,0,0,1.4729773284721326,1,1,1.287836790558434,1.843155725218976,1.283740253213439,False,False,True,True,False,True,True,False,False,True,True,False,True,True,False,False,0
0,0,0,-0.9675375305334528,1,1,0.18305148817953026,-0.8284757269234433,0.18508021599575758,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,1
0,0,0,1.8484411529345304,1,0,0.4808806771632782,1.7179267436366734,0.4748367093278932,True,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,0
0,0,0,0.7689826576051368,1,1,-0.24155634206081403,0.39784847756920744,-0.237481336780274,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,0
1,0,0,1.89537413099233,0,1,-0.8492888763384624,0.7048606919801439,-0.8532138851110628,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,False,0
1,1,0,-0.6390066841288548,1,1,1.004094117269863,-0.4385364401640117,1.0060569471034755,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,1
1,1,0,1.566843284587732,1,1,1.243564884087877,1.992410083336675,1.2475206915469224,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,1
0,0,0,-0.028877969377458436,1,1,0.8048705381523557,0.11332861467047108,0.800812764326546,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0
0,0,0,-1.1083364647068519,1,0,-2.187507867380304,-0.9707596118887989,-2.1812644795500185,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
0,0,0,0.7689826576051368,1,1,1.008118836039914,1.0413836380875987,1.0060569471034755,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,0
0,0,0,-0.7328726402444542,1,0,-1.1853528936376918,-0.780951951204375,-1.1912631273318879,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
0,0,0,-1.0144705085912527,1,1,0.9376862575640277,-0.8294099140469533,0.9336178237704414,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,1
0,0,0,0.9097815917785359,1,1,1.2657008373231555,1.1805296124586004,1.2595938787690943,True,False,False,True,False,True,True,True,False,True,True,False,False,False,True,False,0
0,0,0,-0.07581094743525815,1,1,-0.0342833254032052,-0.13892586219319228,-0.032237154003344516,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,0
0,0,0,0.5343177673161382,1,0,0.45270764577292355,0.45845087301741444,0.4506903348835485,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,0
0,0,0,0.20578692091154016,0,0,-1.4127495041455538,-0.4617473971558349,-1.4085804973309897,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,0
0,1,1,2.223904977396928,1,1,1.404553634889903,2.7825886687301344,1.4044721254351624,False,False,False,True,False,True,True,True,True,True,True,True,False,True,False,False,0
1,1,1,0.7689826576051368,1,1,1.5031592447561442,1.1920752071645433,1.5010576232125412,True,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,1
0,0,0,-1.1083364647068519,1,1,0.02005037799247838,-0.9444826048505843,0.01605559488534484,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,1
0,0,0,-0.8267385963600536,1,1,0.17701441002445406,-0.7299309621511415,0.17300702877358498,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1
0,0,0,-0.9206045524756531,1,1,0.0019391435272509009,-0.7966654576921316,0.003982407663172769,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,0
1,0,0,0.4873847892583385,1,0,-0.1630743260448262,0.17841031760832812,-0.16504221344723996,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
0,0,0,0.6751167014895374,1,1,-0.05843163802350889,0.32780839682195145,-0.056383528447689193,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,0
1,1,0,0.2527198989693399,1,1,-0.9740551582100326,-0.248680872447613,-0.9739457573327861,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
0,0,0,-0.5451407280132553,1,1,0.4023986611472904,-0.44620156527999044,0.40239758599485914,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,1
0,0,0,0.7220496795473371,1,1,-2.012432600883101,-0.5138702479444903,-2.0122398584396066,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,0
1,1,0,-0.8736715744178534,1,1,0.8511548040079384,-0.7055941899079089,0.8491055132152354,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,1
0,0,0,0.9097815917785359,1,1,0.6358323498102287,0.966001923275145,0.6317881432161333,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,0
0,0,0,0.2527198989693399,1,1,0.1890885663346059,0.18229078719829234,0.18508021599575758,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,0
0,1,1,-1.0614034866490523,1,0,0.905488507403622,-0.8922399864819915,0.9094714493260974,True,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0
1,0,0,-1.0614034866490523,1,1,-0.1590496072747752,-0.9122651258474861,-0.1529690262250679,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
0,1,0,1.707642218761131,1,0,0.9980570391147874,1.8669655201104849,0.9939837598813035,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,False,0
0,1,1,-0.35740881578205647,1,1,-0.2254574669806112,-0.4296975927646487,-0.22540814955810193,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
0,1,0,-0.028877969377458436,1,1,1.2093547745424467,0.2375515485813016,1.2113011298804055,True,False,True,True,False,False,True,True,False,True,True,False,True,False,True,False,1
0,0,0,-1.1083364647068519,1,1,-0.014159731552951938,-0.9448898146223706,-0.008090779558999837,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,1
0,1,0,1.2852454162409337,1,1,1.1308727585264589,1.4810504240369424,1.126788819325199,False,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,0
0,1,0,1.2852454162409337,1,1,1.2757626342482822,1.648198058597254,1.271667065991267,True,False,False,True,False,True,True,True,True,True,True,True,False,False,True,False,0
0,0,0,1.8484411529345304,1,0,0.9920199609597112,2.1571863198142305,0.9939837598813035,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False,0
0,0,0,-0.6859396621866545,1,1,1.0463536643553948,-0.47255043286616744,1.0422765087699928,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,1
0,0,0,-0.9675375305334528,1,1,0.8169446944625081,-0.8077319820783259,0.8128859515487187,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,0
0,1,1,2.223904977396928,1,0,1.243564884087877,2.6660069064192955,1.2475206915469224,True,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,0
0,0,1,-1.0144705085912527,1,1,-0.7848933760176519,-0.9063725609145773,-0.7807747617780287,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,1
1,1,0,0.5343177673161382,1,1,0.6982154907460136,0.6009742931426444,0.6921540793269952,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,0
0,0,0,-1.1083364647068519,0,0,-2.012432600883101,-0.9686756559978922,-2.0122398584396066,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
1,1,1,-0.21660988160865732,1,0,0.7927963818422038,-0.10936722346469918,0.7887395771043739,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,0
0,0,0,0.7220496795473371,0,1,-0.8070293292529306,0.09083626315827079,-0.8049211362223734,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,0
0,0,0,-0.5451407280132553,1,1,0.6640053812005828,-0.4363806237251427,0.6680077048826506,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,1
0,0,0,-0.7798056183022539,1,1,-0.044345122328331835,-0.6775925297185991,-0.04431034122551659,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,0
0,1,1,-1.1083364647068519,1,1,-0.1892349980501551,-0.9469737705132774,-0.18918858789158466,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1
0,1,0,2.223904977396928,1,1,0.9296368200239262,2.310608589713743,0.9336178237704414,False,False,True,True,False,False,True,False,False,True,True,True,False,True,False,False,0
0,1,0,-0.7328726402444542,1,1,-0.18319791989507947,-0.7100734973975591,-0.1771154006694126,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,0
1,1,0,0.4873847892583385,1,1,0.28165709804577077,0.36824193180873943,0.28166571377313626,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,0
0,1,1,1.238312438183134,1,1,0.8270064913876347,1.4149147663956383,0.8249591387708907,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,0
0,1,0,1.2852454162409337,1,1,0.2736076605056699,1.1056269679658954,0.26959252655096366,True,False,True,False,False,True,True,True,True,False,True,False,False,True,False,False,0
0,1,1,-1.1083364647068519,1,1,0.2192739571099858,-0.9421112067678283,0.22129977766227432,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,1
0,1,0,-0.35740881578205647,1,0,0.17298969125440364,-0.33421887803873834,0.17300702877358498,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,0
0,0,0,-0.4512747718976559,1,0,0.43057169253764505,-0.39606685631829197,0.4265439604392038,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0
0,0,0,-0.8267385963600536,1,1,-0.1550248885047248,-0.7644958857210082,-0.1529690262250679,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,1
0,1,1,-0.1696769035508576,1,1,-0.022209169093053358,-0.2303803862332137,-0.020163966781171907,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1
0,1,0,-1.1083364647068519,0,1,-0.9760675175950578,-0.956339595264364,-0.9739457573327861,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,1
0,0,1,1.1444464820675346,1,0,0.024075096762529377,0.7817035712678309,0.02812878210751691,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,1
0,0,0,-0.9675375305334528,1,1,-0.18319791989507947,-0.852596917522789,-0.1771154006694126,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,1
1,1,0,1.9423071090501298,0,0,-1.1692540185574893,0.4698048395954579,-1.1671167528875432,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,0
0,1,1,-0.07581094743525815,0,1,-1.7810112716051885,-0.6552918063342984,-1.782849301218332,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
0,1,1,1.89537413099233,1,0,1.3703435253444727,2.3433051390365898,1.3682525637686456,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,1
0,1,0,-0.1696769035508576,1,1,0.478868317778253,-0.11396629853428639,0.4748367093278932,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,1
0,0,0,-0.6390066841288548,1,0,0.6257705528851021,-0.507163263468009,0.6317881432161333,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,1
0,1,0,1.0505805259519352,1,1,1.0423289455853444,1.2745711162252649,1.0422765087699928,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,0
0,0,0,0.6751167014895374,0,0,-1.346341644439718,-0.16561007900319322,-1.3482145612201282,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,0
0,0,0,1.0036475478941354,0,0,-1.7830236309902139,-0.3192958375785673,-1.782849301218332,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
0,0,0,-0.5451407280132553,1,1,-0.10672826326411683,-0.5378716709638988,-0.10467627733637855,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,0
0,0,0,-0.7328726402444542,1,1,0.651931224890431,-0.5925335944472223,0.655934517660478,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,1
0,0,0,-1.0614034866490523,1,1,0.6358323498102287,-0.8998811580819829,0.6317881432161333,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,1
0,1,1,2.036173065165729,0,1,-0.7325720320069935,0.9111244181479344,-0.7324820128893396,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,0
1,0,0,-1.1083364647068519,1,1,0.4184975362274932,-0.9397398086850725,0.41447077321703174,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,1
0,0,0,-0.9206045524756531,1,0,1.1872188213071677,-0.7208525795919042,1.1871547554360609,True,False,True,True,False,False,True,True,False,True,True,False,True,False,False,True,1
0,1,0,-1.1083364647068519,1,1,-7.321585777488298e-05,-0.9447221400104586,0.003982407663172769,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,1
0,0,0,0.6281837234317377,1,1,-0.49511362457400504,0.14765400308046348,-0.49101826844589286,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,1
1,1,0,-1.1083364647068519,1,1,-0.008122653397875731,-0.9448179540744083,-0.008090779558999837,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,1
0,1,0,-0.4512747718976559,1,0,0.03011217491760501,-0.4465129609878271,0.02812878210751691,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0
0,1,1,0.4404518112005388,1,1,0.6136963965749497,0.5007048752192472,0.6076417687717891,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,0
0,0,0,-0.31047583772425674,1,0,-0.018184450323002362,-0.31599025237230144,-0.020163966781171907,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,0
0,0,0,0.4404518112005388,1,0,-1.9520618193323411,-0.5108041978980988,-1.9518739223287445,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0
0,1,0,-0.028877969377458436,1,1,0.7404750378315454,0.09651324644729273,0.7404468282156846,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,0
0,0,0,-1.1083364647068519,1,1,-0.7889180947877026,-0.9541119182775326,-0.7928479490002011,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1
0,0,0,1.2852454162409337,1,1,1.144959274221636,1.5896556655239664,1.1509351937695436,True,False,True,True,False,False,True,True,False,True,True,False,True,False,True,False,0
0,0,0,1.1444464820675346,1,0,-0.2898529673014214,0.6037529009971866,-0.28577408566896334,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,0
0,0,0,-0.263542859666457,1,1,-0.03025860663315478,-0.2980251153817262,-0.032237154003344516,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,1
0,1,0,1.754575196818931,1,1,1.195268258847269,2.1879426343420953,1.1992279426582328,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,0
0,1,1,2.036173065165729,1,1,1.1731323056119907,2.3919307764910798,1.1750815682138882,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False,0
1,0,0,-0.49820774995545564,1,1,1.2174042120825475,-0.24681249820059312,1.2113011298804055,False,False,True,True,False,False,True,True,False,True,True,False,True,False,True,False,1
0,1,0,2.083106043223529,1,1,1.5273075573764479,2.7594016652542988,1.5252039976568859,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,0
0,0,0,-0.9206045524756531,0,0,-1.3926259102953005,-0.8734125229158687,-1.3965073101088175,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,1
0,1,0,-0.31047583772425674,1,1,-0.9780798769800834,-0.5451056327921038,-0.9739457573327861,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0
0,0,0,-1.1083364647068519,1,0,-2.191532586150355,-0.9708075189207738,-2.1933376667721913,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
0,0,0,-0.9675375305334528,1,1,0.6358323498102287,-0.8096003563253457,0.6317881432161333,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,0
1,0,0,1.5199103065299322,1,0,0.7706604286069253,1.7145732513984326,0.7645932026600293,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,0
0,1,1,0.6281837234317377,1,1,0.8169446944625081,0.7519772579274258,0.8128859515487187,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,0
0,0,0,-0.592073706071055,1,0,-0.9800922363651086,-0.6960127835129355,-0.9739457573327861,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1
0,1,1,1.0975135040097348,1,1,-0.18118556051005424,0.57096053761039,-0.1771154006694126,False,False,False,False,False,True,True,True,False,False,True,True,False,True,False,False,0
0,1,1,-0.592073706071055,1,0,-2.2378168520059374,-0.8685739126864072,-2.2416304156608806,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
1,1,1,-0.49820774995545564,1,1,0.8531671633929636,-0.3354884143860724,0.8491055132152354,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,0
0,0,0,1.238312438183134,1,1,0.8129199756924571,1.3370897929524665,0.8128859515487187,True,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,1
0,1,1,-1.1083364647068519,1,1,-2.2015943830754816,-0.9709272865007109,-2.2054108539943633,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1
0,1,1,-0.4043417938398562,1,0,1.0503783831254458,-0.2509804099824066,1.0543496959921648,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,0
0,1,1,1.1444464820675346,1,0,0.13676722232394753,0.851599930919162,0.1367874671070682,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,0
1,1,0,1.566843284587732,1,1,1.038304226815294,1.7740977386272052,1.0422765087699928,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,0
